specimen,pause_group,pixel_row,pixel_col,pixel_flat,T1,T2,T3,T4,T5,T6,delta_T1,delta_T2,delta_T3,delta_T4,delta_T5,delta_T6,T_mean_across_layers,T_std_across_layers
Rec-024_90s_1,90s,0,14,14,79.3331,86.3829,89.236,91.8107,92.64,93.8208,0.0,7.0498,9.9029,12.4776,13.3069,14.4877,88.8706,5.3785
Rec-025_30s_1,30s,0,0,0,109.588,115.0277,116.5158,120.0925,121.7508,122.895,0.0,5.4397,6.9278,10.5045,12.1628,13.307,117.645,4.9689
Rec-025_30s_1,30s,0,1,1,100.851,107.18,108.4208,111.4508,113.0662,113.8492,0.0,6.329,7.5698,10.5998,12.2152,12.9982,109.1363,4.8166
Rec-025_30s_1,30s,0,2,2,95.533,102.0023,103.4008,105.8867,107.7646,107.925,0.0,6.4693,7.8678,10.3537,12.2316,12.392,103.7521,4.6649
Rec-025_30s_1,30s,0,3,3,91.733,98.2885,100.0075,101.9992,103.6292,103.8533,0.0,6.5555,8.2745,10.2662,11.8962,12.1203,99.9184,4.5442
Rec-025_30s_1,30s,0,4,4,89.128,95.4069,97.9758,99.0592,100.8331,100.5517,0.0,6.2789,8.8478,9.9312,11.7051,11.4237,97.1591,4.4012
Rec-025_30s_1,30s,0,5,5,92.928,98.9138,101.23,103.2208,105.6769,105.7983,0.0,5.9858,8.302,10.2928,12.7489,12.8703,101.2946,4.8759
Rec-025_30s_1,30s,0,6,6,90.157,96.3246,98.5175,100.5075,102.5446,102.9033,0.0,6.1676,8.3605,10.3505,12.3876,12.7463,98.4924,4.7774
Rec-025_30s_1,30s,0,7,7,87.716,94.1546,96.21,98.11,99.9985,100.19,0.0,6.4386,8.494,10.394,12.2825,12.474,96.0632,4.6914
Rec-025_30s_1,30s,0,8,8,85.599,92.1515,94.7183,96.3917,97.9546,98.2008,0.0,6.5525,9.1193,10.7927,12.3556,12.6018,94.1693,4.7612
Rec-025_30s_1,30s,0,9,9,84.513,90.5223,93.5442,94.8083,96.8262,96.2558,0.0,6.0093,9.0312,10.2953,12.3132,11.7428,92.745,4.617
Rec-025_30s_1,30s,0,10,10,85.762,91.5662,94.3108,96.075,98.5385,98.3817,0.0,5.8042,8.5488,10.313,12.7765,12.6197,94.1057,4.8563
Rec-025_30s_1,30s,0,11,11,84.133,90.3977,92.9092,94.8075,97.0346,97.2067,0.0,6.2647,8.7762,10.6745,12.9016,13.0737,92.7481,4.945
Rec-025_30s_1,30s,0,12,12,82.831,89.3108,92.05,93.7242,95.7823,95.8483,0.0,6.4798,9.219,10.8932,12.9513,13.0173,91.5911,4.9475
Rec-025_30s_1,30s,0,13,13,81.91,88.3085,91.19,92.9092,94.9469,94.7183,0.0,6.3985,9.28,10.9992,13.0369,12.8083,90.6638,4.9453
Rec-025_30s_1,30s,0,14,14,81.419,87.4315,90.7817,91.9583,94.4054,93.95,0.0,6.0125,9.3627,10.5393,12.9864,12.531,89.991,4.8926
Rec-026_60s_2,60s,0,0,0,105.99,110.2685,114.038,116.1557,117.1643,118.4764,0.0,4.2785,8.048,10.1657,11.1743,12.4864,113.6821,4.7366
Rec-026_60s_2,60s,0,1,1,96.9627,102.7538,106.442,108.0543,109.4879,110.5791,0.0,5.7911,9.4793,11.0916,12.5252,13.6164,105.7133,5.0846
Rec-026_60s_2,60s,0,2,2,91.9309,98.4131,101.718,103.555,104.7964,105.9427,0.0,6.4822,9.7871,11.6241,12.8655,14.0118,101.0593,5.1924
Rec-026_60s_2,60s,0,3,3,88.5755,95.3246,98.517,99.9121,101.3064,102.5382,0.0,6.7491,9.9415,11.3366,12.7309,13.9627,97.6956,5.1161
Rec-026_60s_2,60s,0,4,4,86.3545,93.2785,96.293,97.2371,98.9814,100.12,0.0,6.924,9.9385,10.8826,12.6269,13.7655,95.3774,5.0119
Rec-026_60s_2,60s,0,5,5,89.1655,94.9477,99.005,100.4536,102.2757,102.8336,0.0,5.7822,9.8395,11.2881,13.1102,13.6681,98.1135,5.2147
Rec-026_60s_2,60s,0,6,6,86.4045,92.8592,96.617,98.0914,99.835,100.6627,0.0,6.4547,10.2125,11.6869,13.4305,14.2582,95.745,5.3432
Rec-026_60s_2,60s,0,7,7,84.0836,90.7308,94.611,96.1521,97.5864,98.59,0.0,6.6472,10.5274,12.0685,13.5028,14.5064,93.6257,5.4243
Rec-026_60s_2,60s,0,8,8,82.2591,89.2692,92.928,94.3679,96.0371,96.8655,0.0,7.0101,10.6689,12.1088,13.778,14.6064,91.9545,5.4547
Rec-026_60s_2,60s,0,9,9,81.2718,88.3931,91.679,92.9757,94.9107,95.7782,0.0,7.1213,10.4072,11.7039,13.6389,14.5064,90.8347,5.3621
Rec-026_60s_2,60s,0,10,10,81.7164,88.1838,92.114,93.9429,95.6879,96.2709,0.0,6.4674,10.3976,12.2265,13.9715,14.5545,91.3193,5.5347
Rec-026_60s_2,60s,0,11,11,80.1373,86.9723,91.137,92.7807,94.6014,95.3336,0.0,6.835,10.9997,12.6434,14.4641,15.1963,90.1604,5.7434
Rec-026_60s_2,60s,0,12,12,78.9036,86.0562,90.104,91.8886,93.5179,94.3482,0.0,7.1526,11.2004,12.985,14.6143,15.4446,89.1364,5.815
Rec-026_60s_2,60s,0,13,13,78.2118,85.4269,89.399,91.1121,92.8186,93.8564,0.0,7.2151,11.1872,12.9003,14.6068,15.6446,88.4708,5.8354
Rec-026_60s_2,60s,0,14,14,77.8682,84.9685,88.748,90.1821,92.315,93.4118,0.0,7.1003,10.8798,12.3139,14.4468,15.5436,87.9156,5.7451
Rec-028_30s_2,30s,0,0,0,105.8421,112.1629,115.5145,115.8836,117.134,116.99,0.0,6.3208,9.6724,10.0415,11.2919,11.1479,113.9212,4.3472
Rec-028_30s_2,30s,0,1,1,98.7893,104.9129,107.3736,108.4021,109.425,109.3515,0.0,6.1236,8.5843,9.6128,10.6357,10.5622,106.3757,4.0731
Rec-028_30s_2,30s,0,2,2,94.6414,100.2621,102.7336,103.5943,104.703,104.4654,0.0,5.6207,8.0922,8.9529,10.0616,9.824,101.7333,3.8264
Rec-028_30s_2,30s,0,3,3,91.3843,96.7336,99.2818,100.2236,101.338,101.0015,0.0,5.3493,7.8975,8.8393,9.9537,9.6172,98.3271,3.7807
Rec-028_30s_2,30s,0,4,4,88.7857,94.0207,97.1109,97.935,99.004,98.2046,0.0,5.235,8.3252,9.1493,10.2183,9.4189,95.8435,3.8647
Rec-028_30s_2,30s,0,5,5,90.9957,96.3464,99.3791,100.9971,101.446,101.7938,0.0,5.3507,8.3834,10.0014,10.4503,10.7981,98.493,4.183
Rec-028_30s_2,30s,0,6,6,88.7464,94.3686,97.21,98.5179,99.439,99.6231,0.0,5.6222,8.4636,9.7715,10.6926,10.8767,96.3175,4.1816
Rec-028_30s_2,30s,0,7,7,86.6157,92.16,95.0382,96.5,97.376,97.3262,0.0,5.5443,8.4225,9.8843,10.7603,10.7105,94.1693,4.184
Rec-028_30s_2,30s,0,8,8,84.87,90.4929,93.56,94.7964,95.804,95.6577,0.0,5.6229,8.69,9.9264,10.934,10.7877,92.5302,4.2314
Rec-028_30s_2,30s,0,9,9,83.5921,89.1357,92.3273,93.7871,94.936,94.1954,0.0,5.5436,8.7352,10.195,11.3439,10.6033,91.3289,4.3113
Rec-028_30s_2,30s,0,10,10,83.8243,89.5229,92.7227,94.5636,95.151,95.5323,0.0,5.6986,8.8984,10.7393,11.3267,11.708,91.8861,4.5255
Rec-028_30s_2,30s,0,11,11,82.66,88.4371,91.4855,93.2843,94.121,94.6554,0.0,5.7771,8.8255,10.6243,11.461,11.9954,90.7739,4.5689
Rec-028_30s_2,30s,0,12,12,81.6529,87.4686,90.5482,92.43,93.307,93.32,0.0,5.8157,8.8953,10.7771,11.6541,11.6671,89.7878,4.5602
Rec-028_30s_2,30s,0,13,13,80.9164,86.6929,89.9064,91.7714,92.765,92.6515,0.0,5.7765,8.99,10.855,11.8486,11.7351,89.1173,4.6173
Rec-028_30s_2,30s,0,14,14,80.2179,85.9164,89.5618,91.2279,92.385,91.8592,0.0,5.6985,9.3439,11.01,12.1671,11.6413,88.528,4.6949
Rec-029_10s_2,10s,0,0,0,109.7333,111.5875,116.916,117.1517,116.917,118.164,0.0,1.8542,7.1827,7.4184,7.1837,8.4307,115.0783,3.5024
Rec-029_10s_2,10s,0,1,1,102.5875,105.7533,109.536,110.14,110.62,111.597,0.0,3.1658,6.9485,7.5525,8.0325,9.0095,108.3723,3.4714
Rec-029_10s_2,10s,0,2,2,98.3817,101.8633,104.975,105.6167,106.387,107.037,0.0,3.4816,6.5933,7.235,8.0053,8.6553,104.0435,3.3047
Rec-029_10s_2,10s,0,3,3,95.3508,99.015,101.556,102.3608,103.399,103.78,0.0,3.6642,6.2052,7.01,8.0482,8.4292,100.9103,3.2078
Rec-029_10s_2,10s,0,4,4,93.4508,97.25,99.277,100.3725,101.338,101.338,0.0,3.7992,5.8262,6.9217,7.8872,7.8872,98.8377,3.0526
Rec-029_10s_2,10s,0,5,5,95.3517,98.7442,101.989,102.6767,103.672,104.052,0.0,3.3925,6.6373,7.325,8.3203,8.7003,101.0809,3.3822
Rec-029_10s_2,10s,0,6,6,93.4058,96.6167,99.818,100.5975,101.446,102.097,0.0,3.2109,6.4122,7.1917,8.0402,8.6912,98.9968,3.3398
Rec-029_10s_2,10s,0,7,7,91.5533,94.99,97.865,98.6983,99.603,100.144,0.0,3.4367,6.3117,7.145,8.0497,8.5907,97.1423,3.2826
Rec-029_10s_2,10s,0,8,8,90.0592,93.6792,96.348,97.2042,98.083,98.517,0.0,3.62,6.2888,7.145,8.0238,8.4578,95.6484,3.2306
Rec-029_10s_2,10s,0,9,9,89.245,92.9992,95.369,96.3017,97.16,97.592,0.0,3.7542,6.124,7.0567,7.915,8.347,94.7778,3.1636
Rec-029_10s_2,10s,0,10,10,89.4708,92.8642,95.803,96.5717,97.595,98.137,0.0,3.3934,6.3322,7.1009,8.1242,8.6662,95.0736,3.3103
Rec-029_10s_2,10s,0,11,11,88.4758,91.8242,94.772,95.6692,96.618,97.162,0.0,3.3484,6.2962,7.1934,8.1422,8.6862,94.0869,3.3299
Rec-029_10s_2,10s,0,12,12,87.5717,91.1892,93.905,94.9892,95.803,96.346,0.0,3.6175,6.3333,7.4175,8.2313,8.7743,93.3007,3.3476
Rec-029_10s_2,10s,0,13,13,87.1183,90.6025,93.198,94.3558,95.423,95.695,0.0,3.4842,6.0797,7.2375,8.3047,8.5767,92.7321,3.3143
Rec-029_10s_2,10s,0,14,14,86.7108,90.15,92.71,93.9958,94.99,95.423,0.0,3.4392,5.9992,7.285,8.2792,8.7122,92.3299,3.3433
Rec-030_90s_2,90s,0,0,0,102.6257,110.4567,117.5873,117.62,116.2156,118.8685,0.0,7.831,14.9616,14.9943,13.5899,16.2428,113.8956,6.2682
Rec-030_90s_2,90s,0,1,1,95.8029,103.4008,108.5564,109.534,108.9789,110.8108,0.0,7.5979,12.7535,13.7311,13.176,15.0079,106.1806,5.6848
Rec-030_90s_2,90s,0,2,2,91.4243,98.8342,103.13,104.54,104.5767,105.6354,0.0,7.4099,11.7057,13.1157,13.1524,14.2111,101.3568,5.4216
Rec-030_90s_2,90s,0,3,3,88.36,95.8492,99.5291,100.904,101.1411,102.0438,0.0,7.4892,11.1691,12.544,12.7811,13.6838,97.9712,5.1873
Rec-030_90s_2,90s,0,4,4,86.0721,93.8583,96.9627,98.409,99.15,99.6238,0.0,7.7862,10.8906,12.3369,13.0779,13.5517,95.6793,5.1443
Rec-030_90s_2,90s,0,5,5,88.7857,95.5317,99.7255,101.447,101.32,103.0869,0.0,6.746,10.9398,12.6613,12.5343,14.3012,98.3161,5.3321
Rec-030_90s_2,90s,0,6,6,86.2271,93.1367,97.1618,99.06,99.0289,100.6262,0.0,6.9096,10.9347,12.8329,12.8018,14.3991,95.8735,5.3833
Rec-030_90s_2,90s,0,7,7,84.135,91.01,94.94,96.781,97.1589,98.2869,0.0,6.875,10.805,12.646,13.0239,14.1519,93.7186,5.3434
Rec-030_90s_2,90s,0,8,8,82.3886,89.605,93.1155,94.935,95.6522,96.6592,0.0,7.2164,10.7269,12.5464,13.2636,14.2706,92.0593,5.3479
Rec-030_90s_2,90s,0,9,9,81.1507,88.7483,91.9318,94.013,94.7489,95.3646,0.0,7.5976,10.7811,12.8623,13.5982,14.2139,90.9929,5.3876
Rec-030_90s_2,90s,0,10,10,81.4579,88.2933,92.03,94.445,94.7489,96.3262,0.0,6.8354,10.5721,12.9871,13.291,14.8683,91.2169,5.5398
Rec-030_90s_2,90s,0,11,11,80.065,86.9842,90.8936,93.414,93.7233,95.1992,0.0,6.9192,10.8286,13.349,13.6583,15.1342,90.0465,5.6769
Rec-030_90s_2,90s,0,12,12,79.0164,85.9883,89.9545,92.222,92.94,93.9869,0.0,6.9719,10.9381,13.2056,13.9236,14.9705,89.018,5.6644
Rec-030_90s_2,90s,0,13,13,78.2793,85.4442,89.1655,91.625,92.4589,93.4877,0.0,7.1649,10.8862,13.3457,14.1796,15.2084,88.4101,5.736
Rec-030_90s_2,90s,0,14,14,77.8157,84.9925,88.8218,91.189,92.0356,92.7346,0.0,7.1768,11.0061,13.3733,14.2199,14.9189,87.9315,5.6971
Rec-031_30s_3,30s,0,0,0,109.145,117.0387,114.311,115.1954,116.5723,119.5492,0.0,7.8937,5.166,6.0504,7.4273,10.4042,115.3019,3.5091
Rec-031_30s_3,30s,0,1,1,100.235,106.9287,107.416,108.4738,109.56,111.8592,0.0,6.6937,7.181,8.2388,9.325,11.6242,107.4121,3.9309
Rec-031_30s_3,30s,0,2,2,95.2625,101.1612,103.075,103.7969,104.9662,106.9733,0.0,5.8987,7.8125,8.5344,9.7037,11.7108,102.5392,4.0563
Rec-031_30s_3,30s,0,3,3,91.6875,97.4325,99.602,100.6238,101.4185,103.3092,0.0,5.745,7.9145,8.9363,9.731,11.6217,99.0122,4.0828
Rec-031_30s_3,30s,0,4,4,89.2892,94.7175,97.322,98.5385,98.9977,100.8233,0.0,5.4283,8.0328,9.2493,9.7085,11.5341,96.6147,4.1196
Rec-031_30s_3,30s,0,5,5,92.0492,97.1612,100.362,100.8331,102.1677,103.6275,0.0,5.112,8.3128,8.7839,10.1185,11.5783,99.3668,4.1845
Rec-031_30s_3,30s,0,6,6,89.6058,94.72,97.866,98.5815,99.8315,101.275,0.0,5.1142,8.2602,8.9757,10.2257,11.6692,96.98,4.2288
Rec-031_30s_3,30s,0,7,7,87.3908,92.2775,95.913,96.7008,97.66,99.1067,0.0,4.8867,8.5222,9.31,10.2692,11.7159,94.8415,4.3088
Rec-031_30s_3,30s,0,8,8,85.535,90.5788,94.339,95.3231,96.2431,97.5667,0.0,5.0438,8.804,9.7881,10.7081,12.0317,93.2643,4.4661
Rec-031_30s_3,30s,0,9,9,84.5408,89.2225,93.252,94.3223,94.9054,96.4825,0.0,4.6817,8.7112,9.7815,10.3646,11.9417,92.1209,4.4443
Rec-031_30s_3,30s,0,10,10,84.8117,89.7638,93.58,94.6138,95.9915,96.9817,0.0,4.9521,8.7683,9.8021,11.1798,12.17,92.6238,4.5698
Rec-031_30s_3,30s,0,11,11,83.5917,88.4075,92.711,93.5708,94.78,95.8475,0.0,4.8158,9.1193,9.9791,11.1883,12.2558,91.4848,4.6372
Rec-031_30s_3,30s,0,12,12,82.4167,87.255,91.677,92.7769,93.8631,94.945,0.0,4.8383,9.2603,10.3602,11.4464,12.5283,90.489,4.7646
Rec-031_30s_3,30s,0,13,13,81.7358,86.51,91.026,92.36,93.1523,94.4917,0.0,4.7742,9.2902,10.6242,11.4165,12.7559,89.8793,4.8399
Rec-031_30s_3,30s,0,14,14,81.2383,86.1025,90.213,91.9008,92.5277,93.905,0.0,4.8642,8.9747,10.6625,11.2894,12.6667,89.3145,4.784
Rec-032_30s_4,30s,0,0,0,106.115,111.9686,115.3722,116.3817,117.3579,119.412,0.0,5.8536,9.2572,10.2667,11.2429,13.297,114.4346,4.76
Rec-032_30s_4,30s,0,1,1,99.1958,104.6407,107.6533,108.8733,109.8364,111.379,0.0,5.4449,8.4575,9.6775,10.6406,12.1832,106.9298,4.4181
Rec-032_30s_4,30s,0,2,2,94.7175,100.1071,103.1889,104.0792,105.2607,106.223,0.0,5.3896,8.4714,9.3617,10.5432,11.5055,102.2627,4.2522
Rec-032_30s_4,30s,0,3,3,91.4167,96.9671,99.8144,100.7333,101.9279,102.697,0.0,5.5504,8.3977,9.3166,10.5112,11.2803,98.9261,4.1836
Rec-032_30s_4,30s,0,4,4,89.0183,94.7957,97.4622,98.6517,99.6807,99.875,0.0,5.7774,8.4439,9.6334,10.6624,10.8567,96.5806,4.145
Rec-032_30s_4,30s,0,5,5,91.7783,97.3143,99.9344,101.5458,102.315,103.13,0.0,5.536,8.1561,9.7675,10.5367,11.3517,99.3363,4.2359
Rec-032_30s_4,30s,0,6,6,89.4717,94.8343,97.7033,99.1492,100.1829,100.905,0.0,5.3626,8.2316,9.6775,10.7112,11.4333,97.0411,4.286
Rec-032_30s_4,30s,0,7,7,87.2542,92.8964,95.7722,97.025,98.0129,98.842,0.0,5.6422,8.518,9.7708,10.7587,11.5878,94.9671,4.3116
Rec-032_30s_4,30s,0,8,8,85.58,91.2686,94.2656,95.3975,96.5793,97.052,0.0,5.6886,8.6856,9.8175,10.9993,11.472,93.3572,4.3329
Rec-032_30s_4,30s,0,9,9,84.4058,90.2971,93.1211,94.5367,95.415,95.856,0.0,5.8913,8.7153,10.1309,11.0092,11.4502,92.272,4.344
Rec-032_30s_4,30s,0,10,10,84.7658,90.5307,93.6033,95.125,95.9964,96.672,0.0,5.7649,8.8375,10.3592,11.2306,11.9062,92.7822,4.4935
Rec-032_30s_4,30s,0,11,11,83.6367,89.3279,92.2167,94.085,94.9507,95.642,0.0,5.6912,8.58,10.4483,11.314,12.0053,91.6432,4.5318
Rec-032_30s_4,30s,0,12,12,82.5975,88.5136,91.4911,93.0917,94.0979,94.663,0.0,5.9161,8.8936,10.4942,11.5004,12.0655,90.7425,4.5611
Rec-032_30s_4,30s,0,13,13,81.9167,87.7779,90.7678,92.4125,93.4007,94.067,0.0,5.8612,8.8511,10.4958,11.484,12.1503,90.0571,4.5776
Rec-032_30s_4,30s,0,14,14,81.3283,87.12,90.4667,92.1408,92.9343,93.254,0.0,5.7917,9.1384,10.8125,11.606,11.9257,89.5407,4.6093
Rec-G3_S60_1,60s,0,0,0,96.6179,102.8986,107.3987,108.5186,110.9447,111.4643,0.0,6.2807,10.7808,11.9007,14.3268,14.8464,106.3071,5.6513
Rec-G3_S60_1,60s,0,1,1,92.3536,99.02,102.6973,104.3707,106.3867,107.0843,0.0,6.6664,10.3437,12.0171,14.0331,14.7307,101.9854,5.5341
Rec-G3_S60_1,60s,0,2,2,89.4064,95.9964,99.6547,101.3086,102.9853,103.5564,0.0,6.59,10.2483,11.9022,13.5789,14.15,98.818,5.3528
Rec-G3_S60_1,60s,0,3,3,87.0421,93.5943,97.196,98.7107,100.272,100.92,0.0,6.5522,10.1539,11.6686,13.2299,13.8779,96.2892,5.23
Rec-G3_S60_1,60s,0,4,4,85.5286,92.12,95.2067,97.1214,98.39,98.9429,0.0,6.5914,9.6781,11.5928,12.8614,13.4143,94.5516,5.0671
Rec-G3_S60_1,60s,0,5,5,86.655,93.2071,97.232,98.9829,100.67,101.4257,0.0,6.5521,10.577,12.3279,14.015,14.7707,96.3621,5.5858
Rec-G3_S60_1,60s,0,6,6,84.985,91.4221,95.424,97.16,98.9333,99.64,0.0,6.4371,10.439,12.175,13.9483,14.655,94.5941,5.549
Rec-G3_S60_1,60s,0,7,7,83.3986,89.9879,93.6873,95.7257,97.2333,97.8957,0.0,6.5893,10.2887,12.3271,13.8347,14.4971,92.9881,5.4963
Rec-G3_S60_1,60s,0,8,8,82.39,88.7864,92.566,94.6029,96.0747,96.7329,0.0,6.3964,10.176,12.2129,13.6847,14.3429,91.8588,5.4527
Rec-G3_S60_1,60s,0,9,9,81.5743,88.205,91.5873,93.9436,95.0267,95.7643,0.0,6.6307,10.013,12.3693,13.4524,14.19,91.0169,5.3773
Rec-G3_S60_1,60s,0,10,10,81.11,87.2743,91.2613,93.3229,95.0267,95.765,0.0,6.1643,10.1513,12.2129,13.9167,14.655,90.6267,5.5721
Rec-G3_S60_1,60s,0,11,11,80.1021,86.3443,90.5387,92.6236,94.3027,94.9893,0.0,6.2422,10.4366,12.5215,14.2006,14.8872,89.8168,5.687
Rec-G3_S60_1,60s,0,12,12,79.48,85.8393,89.778,92.0036,93.688,94.3321,0.0,6.3593,10.298,12.5236,14.208,14.8521,89.1868,5.6647
Rec-G3_S60_1,60s,0,13,13,79.1321,85.4514,89.272,91.6543,93.1793,93.8271,0.0,6.3193,10.1399,12.5222,14.0472,14.695,88.7527,5.6123
Rec-G3_S60_1,60s,0,14,14,78.6679,84.9864,88.8027,91.2664,92.6013,93.4007,0.0,6.3185,10.1348,12.5985,13.9334,14.7328,88.2876,5.6094
