specimen,pausa_s,peso_rottura_kg,pixel_row,pixel_col,pixel_id,T1_px,T2_px,T3_px,T4_px,T5_px,T6_px,delta_T_px,T_mean_px,T_std_px,T_max_px,T_min_px,fit_ok,fit_error,T0,A,alpha,T_inf,t_star,heating_rate_t0,sigma_T0,sigma_A,sigma_alpha,bed_temp_C,bed_temp_std_C
Rec-022_10s_1,10,2.5,0,0,0,106.005,108.55800000000002,110.76571428571431,112.69,113.19636363636364,112.27384615384616,6.2688461538461695,110.58148734598736,2.8007198715085817,113.19636363636364,106.005,True,,102.87970789294464,10.538283646082848,0.011590226349242245,113.41799153902748,272.98778890942043,0.12214109279061805,8.651122108070824,6.712143098821814,0.02637017039752359,68.711,1.303
Rec-022_10s_1,10,2.5,0,1,1,100.25200000000001,103.4,105.10714285714286,106.63615384615385,107.27454545454543,106.8453846153846,6.593384615384593,104.91920446220445,2.695619293967384,107.27454545454543,100.25200000000001,True,,97.01662221880487,10.625812609224452,0.012197972947113774,107.64243482802932,264.25451032228335,0.1296133747484203,6.831410843212329,5.395826418011249,0.018772448641415435,68.711,1.303
Rec-022_10s_1,10,2.5,0,2,2,96.40200000000002,99.819,101.50214285714286,102.67076923076925,103.1781818181818,102.96307692307693,6.561076923076911,101.08919513819512,2.6126765844387916,103.1781818181818,96.40200000000002,True,,92.68118544261594,10.769628983117002,0.01427961989504191,103.45081442573294,237.7077817358893,0.1537862082895375,6.762159854732598,5.696682487633352,0.016485919568112274,68.711,1.303
Rec-022_10s_1,10,2.5,0,3,3,93.903,97.64800000000001,99.13857142857144,100.24923076923076,100.61363636363636,100.91615384615383,7.013153846153827,98.74476540126541,2.6560004604458016,100.91615384615383,93.903,True,,90.19949200126764,10.983825323626405,0.014199380075459688,101.18331732489405,240.04114571705952,0.15596351045263035,6.516427010900516,5.584397449413054,0.014223261181848483,68.711,1.303
Rec-022_10s_1,10,2.5,0,4,4,92.70899999999999,96.564,97.74214285714285,98.70538461538462,99.13363636363634,99.70692307692308,6.997923076923087,97.4268478188478,2.56314385162745,99.70692307692308,92.70899999999999,True,,89.34337499012183,10.498667598337281,0.013902350461455916,99.84204258845911,240.39961271441814,0.1459561563304166,6.446203985041282,5.572881635891621,0.013965288281796306,68.711,1.303
Rec-022_10s_1,10,2.5,0,5,5,91.732,95.64200000000001,96.85071428571429,97.91230769230768,98.04727272727274,98.7476923076923,7.015692307692305,96.4886645021645,2.5703308802373916,98.7476923076923,91.732,True,,88.21127238337931,10.668671909408044,0.014272617847350785,98.87994429278736,237.13013822649114,0.15226987710174722,6.953904502358536,6.107204539491008,0.014569425381125621,68.711,1.303
Rec-022_10s_1,10,2.5,0,6,6,91.35300000000001,94.989,96.03785714285716,97.32692307692308,97.1590909090909,97.95230769230768,6.599307692307676,95.80302980352981,2.4207891905959977,97.95230769230768,91.35300000000001,True,,87.90300769676661,10.191881375428542,0.014453700013377917,98.09488907219514,231.86833018491228,0.14731039597237766,6.893825078400066,5.981674109867805,0.016213101606209313,68.711,1.303
Rec-022_10s_1,10,2.5,0,7,7,90.648,94.285,94.95142857142856,96.57615384615384,95.73,97.28615384615385,6.638153846153855,94.91278937728937,2.351659600470343,97.28615384615385,90.648,True,,87.27858216251678,10.150433528420402,0.014210639117984156,97.42901569093719,234.35404249374054,0.14424414776346892,7.287146321208979,6.310187008005253,0.01726757244407232,68.711,1.303
Rec-022_10s_1,10,2.5,1,0,8,94.393,98.192,99.95142857142858,101.20923076923076,101.79727272727273,102.00153846153847,7.608538461538473,99.5907450882451,2.9121579355993354,102.00153846153847,94.393,True,,90.7546674540464,11.769538235700297,0.012665606803337172,102.5242056897467,265.5394505609887,0.14906834355022267,5.725942894280334,4.423438559065433,0.014969175545125288,68.711,1.303
Rec-022_10s_1,10,2.5,1,1,9,92.16799999999998,95.911,97.66357142857142,98.99923076923079,99.43,99.66384615384617,7.495846153846188,97.3059413919414,2.8778732157271447,99.66384615384617,92.16799999999998,True,,88.49806921703659,11.670128711496513,0.012884885096017994,100.1681979285331,261.694284895375,0.1503682675033731,5.420906545795663,4.342735475573958,0.012966864750444458,68.711,1.303
Rec-022_10s_1,10,2.5,1,2,10,90.429,94.55600000000001,96.03642857142857,97.03384615384614,97.65454545454544,97.91076923076925,7.481769230769245,95.60343156843157,2.8155391135464747,97.91076923076925,90.429,True,,86.45181973307696,11.676509419839652,0.01455047126766827,98.1283291529166,240.1307689141783,0.16989871482003477,5.825591050100127,4.994152900234154,0.012315596142403799,68.711,1.303
Rec-022_10s_1,10,2.5,1,3,11,89.28999999999999,93.30699999999999,94.87357142857142,95.95076923076924,96.27272727272727,96.99307692307691,7.703076923076921,94.44785747585748,2.8338425307027117,96.99307692307691,89.28999999999999,True,,85.70047335661698,11.495674053865066,0.013227063080890925,97.19614741048204,255.7672196817761,0.15205400586783432,5.832680044121498,4.9581056755805895,0.011443432261447044,68.711,1.303
Rec-022_10s_1,10,2.5,1,4,12,88.58500000000001,92.76400000000001,94.37071428571429,95.36615384615385,95.73,96.28384615384616,7.698846153846148,93.84995238095239,2.861031070769426,96.28384615384616,88.58500000000001,True,,84.57382550167534,11.864328744038565,0.01442391404545499,96.4381542457139,242.7383592827197,0.1711300580110332,6.439934011548461,5.607744865221938,0.012646671165392304,68.711,1.303
Rec-022_10s_1,10,2.5,1,5,13,88.09700000000001,92.384,93.7107142857143,94.78076923076924,95.08818181818182,95.74153846153847,7.64453846153846,93.3003672993673,2.8082141016623847,95.74153846153847,88.09700000000001,True,,84.19560143618301,11.662019815212664,0.014505744058686888,95.85762125139567,240.57335356388518,0.16916627464680986,6.701028497836418,5.8960358926601275,0.013047606618040646,68.711,1.303
Rec-022_10s_1,10,2.5,1,6,14,87.715,91.84200000000001,93.08928571428571,94.36461538461539,94.29818181818182,95.32384615384616,7.608846153846159,92.77215484515484,2.7537753205005466,95.32384615384616,87.715,True,,84.07641035752737,11.338785051227832,0.013784112166562168,95.4151954087552,247.4268301721974,0.1562950849786628,6.483518820149549,5.5488001241261795,0.013463653558374398,68.711,1.303
Rec-022_10s_1,10,2.5,1,7,15,87.44399999999999,91.40700000000001,92.19928571428571,93.86153846153844,93.16363636363636,94.82307692307693,7.379076923076937,92.14975624375622,2.6001183259547185,94.82307692307693,87.44399999999999,True,,84.00003871521123,10.948079765803168,0.013549363310228197,94.9481184810144,247.85792124960952,0.14833951029622516,6.892627790806432,5.891957544500094,0.014763885912886868,68.711,1.303
Rec-022_10s_1,10,2.5,2,0,16,88.63999999999999,92.60300000000001,94.52428571428572,95.95000000000002,96.27090909090909,96.78461538461536,8.144615384615378,94.12880169830169,3.084482328842296,96.78461538461536,88.63999999999999,True,,84.79063619727046,12.474292632483074,0.012605632956534314,97.26492882975353,271.0397099735861,0.15724635431748182,5.364243098684141,4.214346562366894,0.012465308100661097,68.711,1.303
Rec-022_10s_1,10,2.5,2,1,17,87.499,91.516,93.47785714285716,94.98923076923077,95.18545454545456,95.69923076923078,8.200230769230785,93.06112887112886,3.1205217956210896,95.69923076923078,87.499,True,,83.47815297800808,12.668498550949488,0.012986258256874232,96.14665152895758,266.57591009194095,0.16451639390946704,5.352674064707943,4.329412971558951,0.01130834678595014,68.711,1.303
Rec-022_10s_1,10,2.5,2,2,18,86.9,90.918,92.74071428571429,93.94692307692307,94.34818181818181,94.98846153846156,8.088461538461559,92.30704678654679,3.0132734679696167,94.98846153846156,86.9,True,,83.14934520995148,12.148906255946992,0.012794365405723863,95.29825146589847,266.1372641980298,0.15543754591847042,5.692580128982815,4.687854399669968,0.011189043288003235,68.711,1.303
Rec-022_10s_1,10,2.5,2,3,19,86.305,90.32300000000001,92.39214285714284,93.44384615384615,93.75545454545453,94.69692307692308,8.391923076923078,91.81939443889443,3.0868471380412763,94.69692307692308,86.305,True,,82.62058434596996,12.376111761750154,0.01231193199982577,94.99669610772011,274.9487575542376,0.15237384643291182,5.521226952921775,4.577766455297363,0.009876744580375331,68.711,1.303
Rec-022_10s_1,10,2.5,2,4,20,86.03299999999999,90.106,92.00428571428571,93.02769230769232,93.31181818181818,94.32230769230767,8.289307692307688,91.46751731601732,3.0219612159684908,94.32230769230767,86.03299999999999,True,,82.46212202995652,12.096420480481383,0.01239708385103537,94.5585425104379,271.77232018135476,0.14996033899390926,5.705496599166199,4.759185556305657,0.010280280767699598,68.711,1.303
Rec-022_10s_1,10,2.5,2,5,21,85.81700000000001,89.78,91.53928571428571,92.73538461538462,92.96727272727271,93.77999999999999,7.96299999999998,91.10315717615718,2.9390131476555457,93.77999999999999,85.81700000000001,True,,82.19398897203654,11.85502904307234,0.012744076202786185,94.04901801510887,264.9569931148732,0.1510813935111573,5.9693947539669,4.998729696951308,0.011176948965638422,68.711,1.303
Rec-022_10s_1,10,2.5,2,6,22,85.381,89.452,91.11214285714287,92.48538461538462,92.42363636363638,93.44538461538461,8.064384615384611,90.71659140859141,2.9567932734958604,93.44538461538461,85.381,True,,81.6486461633083,12.037035410158696,0.012979789787672934,93.685681573467,262.7311491369177,0.15623818929063532,5.979709622681671,5.038361324713784,0.011321090299583319,68.711,1.303
Rec-022_10s_1,10,2.5,2,7,23,85.221,89.18200000000002,90.41499999999999,92.15076923076923,91.43636363636364,92.94384615384617,7.722846153846163,90.22482983682984,2.783238337772482,92.94384615384617,85.221,True,,81.46555019983522,11.741262102011317,0.013352306492825804,93.20681230184654,255.65709153386632,0.15677293019865526,6.29009068418179,5.277208150747229,0.01312183556636074,68.711,1.303
Rec-024_90s_1,90,1.75,0,0,0,98.99692307692308,108.34769230769231,109.101,109.43384615384616,109.91375000000001,113.40076923076926,14.403846153846175,108.1989967948718,4.838130812966438,113.40076923076926,98.99692307692308,True,,81.57282934908066,29.21255408535404,0.03175357370769652,110.7853834344347,163.4908015417847,0.9276029893393606,26.27295794537021,24.972800309307033,0.030742355371952523,65.416,2.467
Rec-024_90s_1,90,1.75,0,1,1,94.1123076923077,102.6276923076923,104.15899999999999,104.46615384615384,104.82625,107.80538461538464,13.693076923076944,102.99946474358974,4.67010672939784,107.80538461538464,94.1123076923077,True,,82.08650393836743,23.89224376587403,0.024741370504486594,105.97874770424146,191.61606378129986,0.5911268551949994,14.1550216245912,13.36517476830553,0.017353195339432324,65.416,2.467
Rec-024_90s_1,90,1.75,0,2,2,90.72923076923077,98.83,100.14599999999999,100.95846153846153,101.56625,103.79846153846155,13.069230769230785,99.3380673076923,4.527881324365404,103.79846153846155,90.72923076923077,True,,81.4630259984945,21.120470468592675,0.020984065060955986,102.58349646708717,212.20004102847844,0.4431933264309483,11.217147478783623,10.56133515457736,0.013514156287010932,65.416,2.467
Rec-024_90s_1,90,1.75,0,3,3,88.56076923076924,96.36769230769232,97.649,98.70538461538462,99.465,101.33307692307692,12.772307692307677,97.01348717948717,4.4676762612730085,101.33307692307692,88.56076923076924,True,,82.19868339380622,18.545782958265807,0.0161593293849043,100.74446635207202,251.34417869107241,0.29968741552356204,8.916703818462201,8.034516539068594,0.01145075062265129,65.416,2.467
